iter	MultiClass
829	0.1394647949
830	0.1394439963
831	0.1394293892
832	0.1393795123
833	0.1393285238
834	0.1392425638
835	0.1392143558
836	0.1391897476
837	0.1391498155
838	0.1391283403
839	0.1391173006
840	0.1391052458
841	0.1390953337
842	0.1390115906
843	0.1390035321
844	0.1389929317
845	0.1389796815
846	0.1389679475
847	0.13895087
848	0.1389233295
849	0.1389003445
850	0.1388074682
851	0.1387883931
852	0.1387686714
853	0.1387318153
854	0.1386612354
855	0.1386475548
856	0.1386381362
857	0.138608804
858	0.1385851239
859	0.1385714951
860	0.1385240767
861	0.1384982469
862	0.1384885256
863	0.1384607883
864	0.1384454041
865	0.1384141305
866	0.1383729693
867	0.1383457833
868	0.1383273912
869	0.138323244
870	0.1382999668
871	0.1382878437
872	0.1382681784
873	0.1382361573
874	0.1381931756
875	0.1381718415
876	0.1381247487
877	0.1380967063
878	0.13806643
879	0.1379756212
880	0.1379537953
881	0.1378929858
882	0.1378563849
883	0.1378462447
884	0.1378350068
885	0.1378120327
886	0.1377679734
887	0.1377424824
888	0.1377327408
889	0.1377153096
890	0.1376955309
891	0.1376667961
892	0.1376182575
893	0.1375877424
894	0.1375457246
895	0.1375204151
896	0.1375100683
897	0.1375006893
898	0.137468802
899	0.1374229058
900	0.1374003269
901	0.1373862171
902	0.1373585193
903	0.1373422101
904	0.1373356463
905	0.137307312
906	0.1372124483
907	0.1371918562
908	0.1371697825
909	0.137155504
910	0.1371265085
911	0.1371050283
912	0.1370858292
913	0.1370703435
914	0.137047495
915	0.1370433337
916	0.1370172391
917	0.1369965491
918	0.1369777213
919	0.1369418973
920	0.1369196421
921	0.1369010914
922	0.1368796077
923	0.1368621034
924	0.1368477887
925	0.136831188
926	0.1367790755
927	0.1367559302
928	0.136747946
929	0.1367305334
930	0.1367047768
931	0.1366775208
932	0.1366713058
933	0.1366542709
934	0.1366491359
935	0.1366267171
936	0.1366085319
937	0.1366011195
938	0.1365881242
939	0.136565628
940	0.1365069037
941	0.1364810276
942	0.1364546576
943	0.1364245069
944	0.136388017
945	0.1363647558
946	0.1363452053
947	0.13630775
948	0.1362976703
949	0.1362387117
950	0.1362282393
951	0.1361920676
952	0.1361784026
953	0.1361579127
954	0.1361300872
955	0.1361032005
956	0.1360929277
957	0.1360816891
958	0.1360764012
959	0.136059745
960	0.1360412426
961	0.1360134949
962	0.1359918295
963	0.135953411
964	0.1359429317
965	0.1359359428
966	0.1358988849
967	0.1358697217
968	0.1358426008
969	0.1358343676
970	0.1358181748
971	0.1357481233
972	0.1357250139
973	0.1356693232
974	0.1355928975
975	0.1355730636
976	0.1355579931
977	0.1355459838
978	0.1355232713
979	0.1355097194
980	0.135479855
981	0.1354709007
982	0.1354559008
983	0.1354335252
984	0.1354143487
985	0.1353896384
986	0.1353421051
987	0.1353337084
988	0.1353284959
989	0.1353156555
990	0.1352854732
991	0.1352359575
992	0.1352000428
993	0.1351773367
994	0.1351649964
995	0.1351351565
996	0.1351018662
997	0.1350416008
998	0.1350142556
999	0.1349829593
